Sentence #,Word,POS,Tag
Sentence,dan CCONJ O,,
Sentence,Budi PROPN B-PER,,
Sentence,duduk VERB O,,
Sentence,di ADP O,,
Sentence,bangku NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Ketiga NUM O,,
Sentence,bakal NOUN O,,
Sentence,calon NOUN O,,
Sentence,presiden NOUN O,,
Sentence,itu DET O,,
Sentence,", PUNCT O",,
Sentence,masing-masing NOUN O,,
Sentence,", PUNCT O",,
Sentence,Aburizal PROPN B-PER,,
Sentence,Ical PROPN I-PER,,
Sentence,Bakrie PROPN I-PER,,
Sentence,", PUNCT O",,
Sentence,Hatta PROPN B-PER,,
Sentence,Rajasa PROPN I-PER,,
Sentence,", PUNCT O",,
Sentence,dan CCONJ O,,
Sentence,Wiranto PROPN B-PER,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Badan NOUN B-ORG,,
Sentence,Kehormatan NOUN I-ORG,,
Sentence,Dewan PROPN I-ORG,,
Sentence,Perwakilan PROPN I-ORG,,
Sentence,Rakyat PROPN I-ORG,,
Sentence,tak PART O,,
Sentence,hanya ADV O,,
Sentence,meminta VERB O,,
Sentence,Pusat PROPN B-ORG,,
Sentence,Pelaporan PROPN I-ORG,,
Sentence,Analisis PROPN I-ORG,,
Sentence,dan CCONJ I-ORG,,
Sentence,Transaksi PROPN I-ORG,,
Sentence,Keuangan PROPN I-ORG,,
Sentence,menelusuri VERB O,,
Sentence,rekening NOUN O,,
Sentence,sejumlah DET O,,
Sentence,anggota NOUN O,,
Sentence,DPR PROPN B-ORG,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Dalam ADP O,,
Sentence,rencana NOUN O,,
Sentence,ini DET O,,
Sentence,", PUNCT O",,
Sentence,DeSoto PROPN B-ORG,,
Sentence,mengatakan VERB O,,
Sentence,mereka PRON O,,
Sentence,akan ADV O,,
Sentence,menjual VERB O,,
Sentence,beberapa DET O,,
Sentence,aset NOUN O,,
Sentence,dan CCONJ O,,
Sentence,bisnis NOUN O,,
Sentence,yang PRON O,,
Sentence,tidak PART O,,
Sentence,sesuai ADJ O,,
Sentence,dengan ADP O,,
Sentence,tujuan NOUN O,,
Sentence,keuntungan NOUN O,,
Sentence,dan CCONJ O,,
Sentence,stratejik NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,BBM NOUN O,,
Sentence,premium NOUN O,,
Sentence,Rp PROPN O,,
Sentence,6.500 NUM O,,
Sentence,per ADP O,,
Sentence,liter NOUN O,,
Sentence,itu DET O,,
Sentence,sudah ADV O,,
Sentence,sangat ADV O,,
Sentence,murah ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Salah DET O,,
Sentence,satu DET O,,
Sentence,pasangan NOUN O,,
Sentence,paling ADV O,,
Sentence,glamor NOUN O,,
Sentence,Inggris PROPN O,,
Sentence,", PUNCT O",,
Sentence,aktor NOUN O,,
Sentence,Hugh PROPN B-PER,,
Sentence,Grant PROPN I-PER,,
Sentence,dan CCONJ O,,
Sentence,sosialita NOUN O,,
Sentence,Jemima PROPN B-PER,,
Sentence,Khan PROPN I-PER,,
Sentence,", PUNCT O",,
Sentence,telah ADV O,,
Sentence,memutuskan VERB O,,
Sentence,untuk ADP O,,
Sentence,berpisah VERB O,,
Sentence,", PUNCT O",,
Sentence,menurut ADP O,,
Sentence,laporan NOUN O,,
Sentence,situs NOUN O,,
Sentence,Amerika PROPN O,,
Sentence,Serikat PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Soekarno PROPN B-PER,,
Sentence,juga ADV O,,
Sentence,masih ADV O,,
Sentence,lelah ADV O,,
Sentence,sepulang ADJ O,,
Sentence,begadang ADV O,,
Sentence,merumuskan VERB O,,
Sentence,naskah NOUN O,,
Sentence,proklamasi NOUN O,,
Sentence,di ADP O,,
Sentence,rumah NOUN O,,
Sentence,Laksamana PROPN B-PER,,
Sentence,Maeda PROPN I-PER,,
Sentence,", PUNCT O",,
Sentence,Jalan PROPN B-LOC,,
Sentence,Imam PROPN I-LOC,,
Sentence,Bonjol PROPN I-LOC,,
Sentence,Nomor NOUN O,,
Sentence,1 NUM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Setahun NOUN O,,
Sentence,setelah ADP O,,
Sentence,kepindahan NOUN O,,
Sentence,ke ADP O,,
Sentence,Harian PROPN B-ORG,,
Sentence,Merdeka PROPN I-ORG,,
Sentence,", PUNCT O",,
Sentence,kakak-beradik NOUN O,,
Sentence,Frans PROPN B-PER,,
Sentence,dan CCONJ O,,
Sentence,Alex PROPN B-PER,,
Sentence,Mendur PROPN I-PER,,
Sentence,menggagas VERB O,,
Sentence,pendirian NOUN O,,
Sentence,Indonesia PROPN B-ORG,,
Sentence,Press PROPN I-ORG,,
Sentence,Photo PROPN I-ORG,,
Sentence,Service PROPN I-ORG,,
Sentence,", PUNCT O",,
Sentence,disingkat VERB O,,
Sentence,IPPHOS PROPN B-ORG,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Lantas SCONJ O,,
Sentence,bisakah ADV O,,
Sentence,Presiden PROPN O,,
Sentence,Susilo PROPN B-PER,,
Sentence,Bambang PROPN I-PER,,
Sentence,Yudhoyono PROPN I-PER,,
Sentence,(SBY) PROPN B-PER,,
Sentence,menaikkan VERB O,,
Sentence,harga NOUN O,,
Sentence,BBM NOUN O,,
Sentence,subsidi NOUN O,,
Sentence,di ADP O,,
Sentence,sisa NOUN O,,
Sentence,masa NOUN O,,
Sentence,jabatannya NOUN O,,
Sentence,yang PRON O,,
Sentence,sebentar ADV O,,
Sentence,lagi ADV O,,
Sentence,berakhir VERB O,,
Sentence,? PUNCT O,,
Sentence,,,
Sentence,Adapun CCONJ O,,
Sentence,permintaan NOUN O,,
Sentence,Ketua NOUN O,,
Sentence,DPR PROPN B-ORG,,
Sentence,itu DET O,,
Sentence,muncul VERB O,,
Sentence,setelah ADP O,,
Sentence,Wa PROPN B-PER,,
Sentence,Ode PROPN I-PER,,
Sentence,membeberkan VERB O,,
Sentence,dugaan NOUN O,,
Sentence,mafia NOUN O,,
Sentence,anggaran NOUN O,,
Sentence,oleh ADP O,,
Sentence,anggota NOUN O,,
Sentence,dan CCONJ O,,
Sentence,pimpinan NOUN O,,
Sentence,DPR PROPN B-ORG,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Jika SCONJ O,,
Sentence,survei PART O,,
Sentence,nasional ADJ O,,
Sentence,mengkonfirmasi VERB O,,
Sentence,dalam ADP O,,
Sentence,bidang NOUN O,,
Sentence,manufaktur NOUN O,,
Sentence,", PUNCT O",,
Sentence,itu DET O,,
Sentence,dapat ADV O,,
Sentence,menekan VERB O,,
Sentence,lebih ADV O,,
Sentence,lanjut ADJ O,,
Sentence,harga NOUN O,,
Sentence,obligasi NOUN O,,
Sentence,sambil ADP O,,
Sentence,mendukung NOUN O,,
Sentence,harga NOUN O,,
Sentence,saham NOUN O,,
Sentence,dan CCONJ O,,
Sentence,dolar NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,PTBA PROPN B-ORG,,
Sentence,juga ADV O,,
Sentence,telah ADV O,,
Sentence,merelokasi VERB O,,
Sentence,beberapa DET O,,
Sentence,fasilitas NOUN O,,
Sentence,tambang NOUN O,,
Sentence,seperti ADP O,,
Sentence,pool NOUN O,,
Sentence,kendaraan NOUN O,,
Sentence,", PUNCT O",,
Sentence,kantor NOUN O,,
Sentence,K-3 PROPN O,,
Sentence,", PUNCT O",,
Sentence,laboratorium NOUN O,,
Sentence,mekanika NOUN O,,
Sentence,batuan NOUN O,,
Sentence,dan CCONJ O,,
Sentence,sejumlah DET O,,
Sentence,fasilitas NOUN O,,
Sentence,lainnya ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Pelepasan NOUN O,,
Sentence,saham NOUN O,,
Sentence,Medco PROPN B-ORG,,
Sentence,Global PROPN I-ORG,,
Sentence,ini DET O,,
Sentence,akan ADV O,,
Sentence,kita PRON O,,
Sentence,lakukan VERB O,,
Sentence,dalam ADP O,,
Sentence,dua NUM O,,
Sentence,tahap NOUN O,,
Sentence,yakni ADV O,,
Sentence,private NOUN O,,
Sentence,placement NOUN O,,
Sentence,kepada ADP O,,
Sentence,investor NOUN O,,
Sentence,strategis ADJ O,,
Sentence,dan CCONJ O,,
Sentence,melalui ADP O,,
Sentence,IPO PROPN O,,
Sentence,initial PROPN O,,
Sentence,public PROPN O,,
Sentence,offering PROPN O,,
Sentence,", PUNCT O",,
Sentence,kata NOUN O,,
Sentence,Direktur PROPN O,,
Sentence,Keuangan PROPN O,,
Sentence,Medco PROPN B-ORG,,
Sentence,", PUNCT O",,
Sentence,D ADP B-PER,,
Sentence,Cyril PROPN I-PER,,
Sentence,Noerhadi PROPN I-PER,,
Sentence,di ADP O,,
Sentence,Jakarta PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Jumat PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Butet PROPN B-PER,,
Sentence,sejak ADP O,,
Sentence,akhir NOUN O,,
Sentence, PUNCT O,,
Sentence,90-an NOUN O,,
Sentence,sudah ADV O,,
Sentence,masuk VERB O,,
Sentence,ke ADP O,,
Sentence,hutan-hutan NOUN O,,
Sentence,di ADP O,,
Sentence,Jambi PROPN B-LOC,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Menurut ADP O,,
Sentence,Sanchez PROPN B-PER,,
Sentence,", PUNCT O",,
Sentence,gambar NOUN O,,
Sentence,tersebut DET O,,
Sentence,bisa ADV O,,
Sentence,mengindikasikan VERB O,,
Sentence,bahwa SCONJ O,,
Sentence,Jerman PROPN O,,
Sentence,lebih ADV O,,
Sentence,efisien ADJ O,,
Sentence,mengelola VERB O,,
Sentence,sumber NOUN O,,
Sentence,dayanya NUM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Dr PROPN O,,
Sentence,F PROPN B-PER,,
Sentence,Lofaso PROPN I-PER,,
Sentence,dari ADP O,,
Sentence,Rumah PROPN B-LOC,,
Sentence,Sakit PROPN I-LOC,,
Sentence,Raymond PROPN I-LOC,,
Sentence,Poincare PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Garches PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Perancis PROPN B-LOC,,
Sentence,menyelidiki VERB O,,
Sentence,dampak NOUN O,,
Sentence,dari ADP O,,
Sentence,pengulangan NOUN O,,
Sentence,hiperoksia NOUN O,,
Sentence,dalam ADP O,,
Sentence,reaksi NOUN O,,
Sentence,pernafasan NOUN O,,
Sentence,pada ADP O,,
Sentence,tikus NOUN O,,
Sentence,yang PRON O,,
Sentence,baru ADJ O,,
Sentence,lahir VERB O,,
Sentence,dengan ADP O,,
Sentence,kondisi NOUN O,,
Sentence,yang PRON O,,
Sentence,sama ADJ O,,
Sentence,dengan ADP O,,
Sentence,anak NOUN O,,
Sentence,kecil ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Selanjutnya ADV O,,
Sentence,virus NOUN O,,
Sentence,akan ADV O,,
Sentence,menyerang VERB O,,
Sentence,liver NOUN O,,
Sentence,", PUNCT O",,
Sentence,ginjal NOUN O,,
Sentence,", PUNCT O",,
Sentence,otak NOUN O,,
Sentence,", PUNCT O",,
Sentence,usus NOUN O,,
Sentence,dan CCONJ O,,
Sentence,mata NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,resin NOUN O,,
Sentence,lebah NOUN O,,
Sentence,untuk ADP O,,
Sentence,pembalsaman NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Tanpa ADP O,,
Sentence,foto NOUN O,,
Sentence,karena SCONJ O,,
Sentence,telah ADV O,,
Sentence,disensor VERB O,,
Sentence,Jepang PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Ahmad PROPN B-PER,,
Sentence,menyatakan VERB O,,
Sentence,perdebatan NOUN O,,
Sentence,yang PRON O,,
Sentence,muncul VERB O,,
Sentence,di ADP O,,
Sentence,internal ADJ O,,
Sentence,partainya NOUN O,,
Sentence,memiliki VERB O,,
Sentence,dasar ADJ O,,
Sentence,aturan NOUN O,,
Sentence,yang PRON O,,
Sentence,jelas ADJ O,,
Sentence,karena SCONJ O,,
Sentence,keduanya NOUN O,,
Sentence,merupakan VERB O,,
Sentence,produk NOUN O,,
Sentence,Munas PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Presiden PROPN O,,
Sentence,Susilo PROPN B-PER,,
Sentence,Bambang PROPN I-PER,,
Sentence,Yudhoyono PROPN I-PER,,
Sentence,(SBY) PROPN B-PER,,
Sentence,belum ADV O,,
Sentence,memberikan VERB O,,
Sentence,sinyal NOUN O,,
Sentence,reshuffle NOUN O,,
Sentence,Kabinet PROPN B-ORG,,
Sentence,Indonesia PROPN I-ORG,,
Sentence,Bersatu PROPN I-ORG,,
Sentence,Jilid PROPN I-ORG,,
Sentence,II NUM I-ORG,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Orang NOUN O,,
Sentence,mungkin ADV O,,
Sentence,berpikir VERB O,,
Sentence,ngapain NOUN O,,
Sentence,belanja NOUN O,,
Sentence,ke ADP O,,
Sentence,sini NOUN O,,
Sentence,kalau SCONJ O,,
Sentence,dekat ADJ O,,
Sentence,rumah NOUN O,,
Sentence,ada VERB O,,
Sentence,kedai ADJ O,,
Sentence,sampah NOUN O,,
Sentence,", PUNCT O",,
Sentence,ujar NOUN O,,
Sentence,Tampubolon PROPN B-PER,,
Sentence,", PUNCT O",,
Sentence,pedagang VERB O,,
Sentence,ikan NOUN O,,
Sentence,di ADP O,,
Sentence,Pusat PROPN O,,
Sentence,Pasar PROPN O,,
Sentence,Kota PROPN B-LOC,,
Sentence,Medan PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Jumat PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Partai PROPN B-ORG,,
Sentence,Golongan PROPN I-ORG,,
Sentence,Karya PROPN I-ORG,,
Sentence,hanya ADV O,,
Sentence,diangap VERB O,,
Sentence,berpura-pura VERB O,,
Sentence,menolak VERB O,,
Sentence,kenaikan NOUN O,,
Sentence,harga NOUN O,,
Sentence,bahan NOUN O,,
Sentence,bakar NOUN O,,
Sentence,minyak NOUN O,,
Sentence,(BBM) PROPN O,,
Sentence,dalam ADP O,,
Sentence,rangkaian NOUN O,,
Sentence,pembahasan NOUN O,,
Sentence,usulan NOUN O,,
Sentence,kenaikan NOUN O,,
Sentence,bahan NOUN O,,
Sentence,bakar NOUN O,,
Sentence,minyak NOUN O,,
Sentence,di ADP O,,
Sentence,Dewan PROPN B-ORG,,
Sentence,Perwakilan PROPN I-ORG,,
Sentence,Rakyat PROPN I-ORG,,
Sentence,", PUNCT O",,
Sentence,pekan NOUN O,,
Sentence,lalu ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Selain ADP O,,
Sentence,itu DET O,,
Sentence,", PUNCT O",,
Sentence,kebudayaan NOUN O,,
Sentence,selalu ADV O,,
Sentence,menyuguhkan VERB O,,
Sentence,makanan NOUN O,,
Sentence,sebagai ADP O,,
Sentence,bentuk NOUN O,,
Sentence,rasa NOUN O,,
Sentence,hormat ADJ O,,
Sentence,atau CCONJ O,,
Sentence,sayang PRON O,,
Sentence,juga ADV O,,
Sentence,sangat ADV O,,
Sentence,kental ADJ O,,
Sentence,di ADP O,,
Sentence,Indonesia PROPN B-LOC,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Sepanjang ADP O,,
Sentence,untuk ADP O,,
Sentence,kebaikan NOUN O,,
Sentence,ya PART O,,
Sentence,bagus ADJ O,,
Sentence,", PUNCT O",,
Sentence,asal ADP O,,
Sentence,untuk ADP O,,
Sentence,kebaikan NOUN O,,
Sentence,", PUNCT O",,
Sentence,kita PRON O,,
Sentence,harus ADV O,,
Sentence,bersama-sama ADJ O,,
Sentence,", PUNCT O",,
Sentence,ujar NOUN O,,
Sentence,Jero PROPN B-PER,,
Sentence,di ADP O,,
Sentence,Gedung PROPN B-LOC,,
Sentence,DPR/MPR PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Jakarta PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Senin PROPN O,,
Sentence,(25/8/2014) PUNCT O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Sebelumnya ADV O,,
Sentence,", PUNCT O",,
Sentence,polisi NOUN O,,
Sentence,menyatakan VERB O,,
Sentence,mereka PRON O,,
Sentence,tak PART O,,
Sentence,memiliki VERB O,,
Sentence,cukup ADV O,,
Sentence,personil NOUN O,,
Sentence,untuk ADP O,,
Sentence,mengatur VERB O,,
Sentence,kerumunan NOUN O,,
Sentence,orang NOUN O,,
Sentence,", PUNCT O",,
Sentence,dan CCONJ O,,
Sentence,melarang VERB O,,
Sentence,pawai NOUN O,,
Sentence,tersebut DET O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Chamisa PROPN B-PER,,
Sentence,mengatakan VERB O,,
Sentence,bentrokan NOUN O,,
Sentence,Ahad PROPN B-PER,,
Sentence,dengan ADP O,,
Sentence,pemerintah NOUN O,,
Sentence,telah ADV O,,
Sentence,menambah VERB O,,
Sentence,kuat ADJ O,,
Sentence,tekad NOUN O,,
Sentence,partainya NOUN O,,
Sentence,untuk ADP O,,
Sentence,mewujudkan VERB O,,
Sentence,pembaruan NOUN O,,
Sentence,di ADP O,,
Sentence,Zimbabwe PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,yang PRON O,,
Sentence,ditandai VERB O,,
Sentence,oleh ADP O,,
Sentence,kemiskinan NOUN O,,
Sentence,yang PRON O,,
Sentence,mengungkung VERB O,,
Sentence,rakyat NOUN O,,
Sentence,dan CCONJ O,,
Sentence,tingginya NOUN O,,
Sentence,inflasi NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,HMI PRON B-ORG,,
Sentence,sebagai ADP O,,
Sentence,himpunan NOUN O,,
Sentence,terdiri VERB O,,
Sentence,dari ADP O,,
Sentence,para DET O,,
Sentence,individu NOUN O,,
Sentence,andal NOUN O,,
Sentence,yang PRON O,,
Sentence,dapat ADV O,,
Sentence,membuat VERB O,,
Sentence,masterplan NOUN O,,
Sentence,", PUNCT O",,
Sentence,mulai VERB O,,
Sentence,dari ADP O,,
Sentence,perencanaan NOUN O,,
Sentence,", PUNCT O",,
Sentence,pelaksanaan NOUN O,,
Sentence,hingga ADP O,,
Sentence,pengawasan NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Para DET O,,
Sentence,mahasiswa NOUN O,,
Sentence,adalah AUX O,,
Sentence,individu-individu NOUN O,,
Sentence,yang PRON O,,
Sentence,terdidik ADJ O,,
Sentence,dan CCONJ O,,
Sentence,berpengetahuan VERB O,,
Sentence,", PUNCT O",,
Sentence,kata NOUN O,,
Sentence,Mensos PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Maskapai NOUN O,,
Sentence,penerbangan NOUN O,,
Sentence,Indonesia PROPN O,,
Sentence,yang PRON O,,
Sentence,terbang VERB O,,
Sentence,ke ADP O,,
Sentence,Tiongkok PROPN B-LOC,,
Sentence,terus ADV O,,
Sentence,meningkat VERB O,,
Sentence,", PUNCT O",,
Sentence,baik ADJ O,,
Sentence,reguler ADJ O,,
Sentence,maupun CCONJ O,,
Sentence,sewa ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Peran NOUN O,,
Sentence,mahasiswa NOUN O,,
Sentence,adalah AUX O,,
Sentence,agen NOUN O,,
Sentence,perubahan NOUN O,,
Sentence,untuk ADP O,,
Sentence,membwa VERB O,,
Sentence,Indonesia PROPN O,,
Sentence,maju ADJ O,,
Sentence,dan CCONJ O,,
Sentence,sejahtera ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Pasalnya ADV O,,
Sentence,31 NUM O,,
Sentence,Dewan NOUN O,,
Sentence,Pimpinan NOUN O,,
Sentence,Daerah PROPN O,,
Sentence,(DPD) PROPN O,,
Sentence,Golkar PROPN B-ORG,,
Sentence,telah ADV O,,
Sentence,menyetujui VERB O,,
Sentence,Munas PROPN O,,
Sentence,digelar VERB O,,
Sentence,2015 NUM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Namun SCONJ O,,
Sentence,bila SCONJ O,,
Sentence,pemerintah NOUN O,,
Sentence,pusat ADJ O,,
Sentence,memiliki VERB O,,
Sentence,skenario NOUN O,,
Sentence,lain ADJ O,,
Sentence,yang PRON O,,
Sentence,lebih ADV O,,
Sentence,besar ADJ O,,
Sentence,atas ADP O,,
Sentence,keistimewaan NOUN O,,
Sentence,Yogyakarta PROPN O,,
Sentence,", PUNCT O",,
Sentence,F-PDIP PROPN B-ORG,,
Sentence,menganggap VERB O,,
Sentence,hal NOUN O,,
Sentence,tersebut DET O,,
Sentence,sebagai ADP O,,
Sentence,hal NOUN O,,
Sentence,yang PRON O,,
Sentence,wajar ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Sebagai ADP O,,
Sentence,bangsa NOUN O,,
Sentence,harus ADV O,,
Sentence,semakin ADV O,,
Sentence,dewasa ADJ O,,
Sentence,dalam ADP O,,
Sentence,berdemokrasi VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Dibangunkan VERB O,,
Sentence,dokternya NOUN O,,
Sentence,untuk ADP O,,
Sentence,minum NOUN O,,
Sentence,obat NOUN O,,
Sentence,", PUNCT O",,
Sentence,Soekarno PROPN B-PER,,
Sentence,lantas SCONJ O,,
Sentence,tidur VERB O,,
Sentence,lagi ADV O,,
Sentence,dan CCONJ O,,
Sentence,bangun NOUN O,,
Sentence,pukul NOUN O,,
Sentence,9 NUM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Menurut ADP O,,
Sentence,Haposan PROPN B-PER,,
Sentence,", PUNCT O",,
Sentence,Susno PROPN B-PER,,
Sentence,meminta VERB O,,
Sentence,uang NOUN O,,
Sentence,ke ADP O,,
Sentence,Sjahril PROPN B-PER,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Program NOUN O,,
Sentence,restrukturisasi NOUN O,,
Sentence,dirancang VERB O,,
Sentence,untuk ADP O,,
Sentence,menaikkan VERB O,,
Sentence,rasio NOUN O,,
Sentence,modal ADJ O,,
Sentence,nyata ADJ O,,
Sentence,perusahaan NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Artinya NOUN O,,
Sentence,SBY ADP B-PER,,
Sentence,jangan NOUN O,,
Sentence,menganggu VERB O,,
Sentence,atau CCONJ O,,
Sentence,mengatur-atur VERB O,,
Sentence,Jokowi PROPN B-PER,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Masa NOUN O,,
Sentence,jabatan NOUN O,,
Sentence,Menteri PROPN O,,
Sentence,Hukum PROPN O,,
Sentence,dan CCONJ O,,
Sentence,HAM PROPN O,,
Sentence,", PUNCT O",,
Sentence,Amir PROPN B-PER,,
Sentence,Syamsuddin PROPN I-PER,,
Sentence,akan ADV O,,
Sentence,segera ADV O,,
Sentence,berakhir VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Iran NOUN O,,
Sentence,mengklaim VERB O,,
Sentence,bahwa SCONJ O,,
Sentence,mereka PRON O,,
Sentence,telah ADV O,,
Sentence,melanggar VERB O,,
Sentence,wilayah NOUN O,,
Sentence,perairan NOUN O,,
Sentence,negara NOUN O,,
Sentence,tersebut DET O,,
Sentence,", PUNCT O",,
Sentence,namun SCONJ O,,
Sentence,Inggris PROPN O,,
Sentence,menyatakan VERB O,,
Sentence,mereka PRON O,,
Sentence,masih ADV O,,
Sentence,berada VERB O,,
Sentence,di ADP O,,
Sentence,perairan NOUN B-LOC,,
Sentence,Irak PROPN I-LOC,,
Sentence,dan CCONJ O,,
Sentence,menuntut VERB O,,
Sentence,pembebasan NOUN O,,
Sentence,mereka PRON O,,
Sentence,segera ADV O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Berdasarkan ADP O,,
Sentence,data NOUN O,,
Sentence,penelitian NOUN O,,
Sentence,", PUNCT O",,
Sentence,mereka PRON O,,
Sentence,menguji VERB O,,
Sentence,obat NOUN O,,
Sentence,ciptaannya NOUN O,,
Sentence,dengan ADP O,,
Sentence,menggunakan VERB O,,
Sentence,tikus PROPN O,,
Sentence,", PUNCT O",,
Sentence,ternyata ADV O,,
Sentence,obat NOUN O,,
Sentence,yang PRON O,,
Sentence,dibuat VERB O,,
Sentence,dari ADP O,,
Sentence,limbah NOUN O,,
Sentence,darah NOUN O,,
Sentence,sapi NOUN O,,
Sentence,tersebut DET O,,
Sentence,sangat ADV O,,
Sentence,efektif ADJ O,,
Sentence,untuk ADP O,,
Sentence,mengobati VERB O,,
Sentence,luka NOUN O,,
Sentence,bakar ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Firman NOUN B-PER,,
Sentence,berharap VERB O,,
Sentence,temuan NOUN O,,
Sentence,dugaan NOUN O,,
Sentence,pelanggaran NOUN O,,
Sentence,hukum NOUN O,,
Sentence,yang PRON O,,
Sentence,diklaimnya ADV O,,
Sentence,bisa ADV O,,
Sentence,dibuktikan VERB O,,
Sentence,di ADP O,,
Sentence,persidangan NOUN O,,
Sentence,PN PROPN B-ORG,,
Sentence,Jakarta PROPN I-ORG,,
Sentence,Pusat PROPN I-ORG,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Alex PROPN B-PER,,
Sentence,Mendur PROPN I-PER,,
Sentence,lahir VERB O,,
Sentence,1907 NUM O,,
Sentence,", PUNCT O",,
Sentence,sementara SCONJ O,,
Sentence,adiknya NOUN O,,
Sentence,Frans PROPN B-PER,,
Sentence,Mendur PROPN I-PER,,
Sentence,lahir VERB O,,
Sentence,tahun NOUN O,,
Sentence,1913 NUM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Kelompok PROPN O,,
Sentence,Uighur PROPN O,,
Sentence,di ADP O,,
Sentence,pengasingan NOUN O,,
Sentence,dan CCONJ O,,
Sentence,para DET O,,
Sentence,pegiat NOUN O,,
Sentence,hak NOUN O,,
Sentence,asasi ADJ O,,
Sentence,manusia NOUN O,,
Sentence,mengatakan VERB O,,
Sentence,kebijakan NOUN O,,
Sentence,represif ADJ O,,
Sentence,pemerintah NOUN O,,
Sentence,di ADP O,,
Sentence,Xinjiang PROPN B-LOC,,
Sentence,telah ADV O,,
Sentence,memprovokasi VERB O,,
Sentence,kerusuhan NOUN O,,
Sentence,", PUNCT O",,
Sentence,tuduhan NOUN O,,
Sentence,yang PRON O,,
Sentence,dibantah VERB O,,
Sentence,Beijing PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Hal NOUN O,,
Sentence,itu DET O,,
Sentence,dikemukakan VERB O,,
Sentence,Deputi PROPN O,,
Sentence,Komisioner PROPN O,,
Sentence,Otoritas PROPN B-ORG,,
Sentence,Jasa PROPN I-ORG,,
Sentence,Keuangan PROPN I-ORG,,
Sentence,(OJK) PROPN I-ORG,,
Sentence,Bidang PROPN O,,
Sentence,Edukasi PROPN O,,
Sentence,dan CCONJ O,,
Sentence,Perlindungan PROPN O,,
Sentence,Konsumen PROPN O,,
Sentence,Sri PROPN B-PER,,
Sentence,Rahayu PROPN I-PER,,
Sentence,Widodo PROPN I-PER,,
Sentence,di ADP O,,
Sentence,Bandung PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Sabtu PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Makanya NUM O,,
Sentence,BPH NOUN B-ORG,,
Sentence,Migas PROPN I-ORG,,
